element_symbol,element_name,type,subtype,class,subclass,biosample_acc,asm_acc,target_acc,start_on_contig,end_on_contig,strand,pct_ref_coverage,pct_ref_identity
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441779,GCA_024720695.1,PDT001395454.2,144183,144377,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441892,GCA_024717235.1,PDT001395285.2,2704,2898,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441958,GCA_024715915.1,PDT001395220.2,52698,52892,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441825,GCA_024719795.1,PDT001395409.2,221258,221452,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441967,GCA_024715695.1,PDT001395208.2,139803,139997,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441781,GCA_024720605.1,PDT001395450.2,144175,144369,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441869,GCA_024718885.1,PDT001395365.2,89705,89899,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441905,GCA_024717015.1,PDT001395275.2,41190,41384,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441928,GCA_024716575.1,PDT001395252.2,144180,144374,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441917,GCA_024716735.1,PDT001395260.2,88322,88516,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441956,GCA_024715925.1,PDT001395221.2,3568,3762,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441829,GCA_024719695.1,PDT001395404.2,2696,2890,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441944,GCA_024716275.1,PDT001395237.2,52698,52892,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442008,GCA_024714915.1,PDT001395169.2,52698,52892,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN40930681,GCA_038080935.1,PDT002136286.1,48120,48287,-,84.62,94.55
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441871,GCA_024718835.1,PDT001395362.2,129608,129802,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788341,GCA_003969535.1,PDT000425005.1,153514,153711,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788383,GCA_003969305.1,PDT000424995.1,55451,55648,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441977,GCA_024715555.1,PDT001395201.2,139783,139977,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441783,GCA_024720655.1,PDT001395452.2,144176,144370,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441784,GCA_024720595.1,PDT001395449.2,2679,2873,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441821,GCA_024719845.1,PDT001395412.2,2683,2877,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441811,GCA_024720035.1,PDT001395421.2,144182,144376,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441969,GCA_024715675.1,PDT001395207.2,2878,3072,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441914,GCA_024716785.1,PDT001395263.2,1051,1245,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441888,GCA_024717375.1,PDT001395291.2,2681,2875,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441787,GCA_024720555.1,PDT001395447.2,117577,117771,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441949,GCA_024716055.1,PDT001395226.2,45884,46078,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN36726658,GCA_032335095.2,PDT001830568.2,3591,3848,+,100.0,93.85
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442025,GCA_024714595.1,PDT001395153.2,2679,2873,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441983,GCA_024715395.1,PDT001395193.2,3622,3816,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN36726658,GCA_032335095.2,PDT001830568.2,3632,3889,+,100.0,93.85
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441910,GCA_024716855.1,PDT001395266.2,52698,52892,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291535,GCA_003073795.1,PDT000311292.1,4911183,4911380,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442003,GCA_024715035.1,PDT001395175.2,4012,4206,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441907,GCA_024716905.1,PDT001395269.2,3613,3807,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442000,GCA_024715095.1,PDT001395178.2,164385,164579,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442019,GCA_024714715.1,PDT001395159.2,164018,164212,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788411,GCA_003969965.1,PDT000425026.1,3306,3503,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441887,GCA_024717415.1,PDT001395295.2,2707,2901,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788322,GCA_003968045.1,PDT000424945.1,3421,3618,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291503,GCA_002968515.1,PDT000292993.1,3965615,3965812,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441802,GCA_024720215.1,PDT001395430.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441861,GCA_024719045.1,PDT001395372.2,142169,142363,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441850,GCA_024719275.1,PDT001395383.2,139797,139991,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441999,GCA_024715115.1,PDT001395179.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291500,GCA_002968955.1,PDT000292998.1,3868651,3868848,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441896,GCA_024717215.1,PDT001395284.2,2702,2896,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441909,GCA_024716935.1,PDT001395271.2,3560,3754,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441919,GCA_024716705.1,PDT001395258.2,1390,1584,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN17616893,GCA_019740495.1,PDT001116470.1,238818,239015,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441897,GCA_024717195.1,PDT001395283.2,398,592,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441790,GCA_024720475.1,PDT001395443.2,67465,67659,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441886,GCA_024717345.1,PDT001395290.2,7227,7421,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441947,GCA_024716115.1,PDT001395229.2,52698,52892,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441798,GCA_024720315.1,PDT001395435.2,22108,22302,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788340,GCA_003968565.1,PDT000424970.1,2081,2278,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788337,GCA_003968305.1,PDT000424959.1,28054,28251,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441971,GCA_024715725.1,PDT001395211.2,144180,144374,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291497,GCA_002968585.1,PDT000292994.1,3304098,3304295,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441968,GCA_024715735.1,PDT001395210.2,2685,2879,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441976,GCA_024715565.1,PDT001395202.2,2708,2902,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441807,GCA_024720115.1,PDT001395425.2,169061,169255,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441862,GCA_024719005.1,PDT001395370.2,3643,3837,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441984,GCA_024715415.1,PDT001395194.2,2694,2888,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441954,GCA_024716075.1,PDT001395227.2,52698,52892,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441849,GCA_024719295.1,PDT001395384.2,2710,2904,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441836,GCA_024719575.1,PDT001395398.2,86956,87150,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441791,GCA_024720455.1,PDT001395442.2,144182,144376,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441986,GCA_024715355.1,PDT001395191.2,2685,2879,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441922,GCA_024716685.1,PDT001395259.2,2698,2892,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441824,GCA_024719775.1,PDT001395408.2,7227,7421,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441865,GCA_024718935.1,PDT001395367.2,4314,4508,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788352,GCA_003968375.1,PDT000424962.1,394197,394394,-,100.0,100.0
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441979,GCA_024715515.1,PDT001395199.2,52383,52577,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441876,GCA_024718735.1,PDT001395357.2,650,844,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788333,GCA_003968275.1,PDT000424957.1,38478,38675,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN34104070,GCA_029635965.2,PDT001684052.2,874,1041,+,84.62,94.55
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442020,GCA_024714695.1,PDT001395158.2,2694,2888,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441817,GCA_024719925.1,PDT001395416.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441879,GCA_024718675.1,PDT001395354.2,2696,2890,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441827,GCA_024719735.1,PDT001395407.2,167649,167843,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441852,GCA_024719205.1,PDT001395381.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441918,GCA_024716815.1,PDT001395264.2,3618,3812,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442022,GCA_024714665.1,PDT001395157.2,144183,144377,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441812,GCA_024720055.1,PDT001395422.2,144183,144377,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441893,GCA_024717155.1,PDT001395281.2,87390,87584,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441900,GCA_024717075.1,PDT001395276.2,3564,3758,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441778,GCA_024720725.1,PDT001395456.2,2682,2876,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441912,GCA_024716875.1,PDT001395267.2,3560,3754,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN03316892,GCA_000937465.2,PDT000050773.2,236886,237083,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN23150586,GCA_021245865.1,PDT001211267.1,48761,48958,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441876,GCA_024718735.1,PDT001395357.2,649,843,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291501,GCA_003000755.1,PDT000294807.1,1273580,1273777,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441818,GCA_024719915.1,PDT001395415.2,7355,7549,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441884,GCA_024718585.1,PDT001395350.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291496,GCA_002968655.1,PDT000292995.1,1424403,1424600,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441788,GCA_024720515.1,PDT001395445.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441904,GCA_024716975.1,PDT001395272.2,3601,3795,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441989,GCA_024715295.1,PDT001395188.2,2691,2885,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441992,GCA_024715195.1,PDT001395183.2,2716,2910,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291552,GCA_003324255.1,PDT000352612.1,5222575,5222772,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441786,GCA_024720525.1,PDT001395446.2,144179,144373,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441978,GCA_024715495.1,PDT001395198.2,139783,139977,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN07291502,GCA_003000695.1,PDT000294806.1,3198775,3198972,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441955,GCA_024716015.1,PDT001395224.2,3569,3763,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441845,GCA_024719375.1,PDT001395388.2,2679,2873,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441820,GCA_024719875.1,PDT001395413.2,17589,17783,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441813,GCA_024720015.1,PDT001395420.2,144184,144378,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441870,GCA_024718855.1,PDT001395363.2,3620,3814,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441919,GCA_024716705.1,PDT001395258.2,2272,2466,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441795,GCA_024720385.1,PDT001395438.2,144179,144373,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788412,GCA_003969955.1,PDT000425027.1,3267,3464,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788317,GCA_003968445.1,PDT000424964.1,3567,3764,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN03316899,GCA_000937495.2,PDT000050775.2,9142,9339,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441996,GCA_024715175.1,PDT001395182.2,52382,52576,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441946,GCA_024716185.1,PDT001395233.2,3645,3839,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442021,GCA_024714655.1,PDT001395156.2,54797,54991,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441981,GCA_024715465.1,PDT001395197.2,3631,3825,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441843,GCA_024719405.1,PDT001395389.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441994,GCA_024715215.1,PDT001395185.2,144199,144393,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441943,GCA_024716215.1,PDT001395234.2,3639,3833,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441808,GCA_024720135.1,PDT001395426.2,136520,136714,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441840,GCA_024719455.1,PDT001395392.2,2685,2879,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441826,GCA_024719725.1,PDT001395405.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441988,GCA_024715315.1,PDT001395190.2,2681,2875,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441961,GCA_024715845.1,PDT001395216.2,2689,2883,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441838,GCA_024719515.1,PDT001395395.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN40930681,GCA_038080935.1,PDT002136286.1,3625,3792,+,84.62,94.55
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441815,GCA_024719935.1,PDT001395417.2,167654,167848,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN33329571,GCA_030253475.1,PDT001778385.1,4219318,4219515,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441916,GCA_024716755.1,PDT001395261.2,3583,3777,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441866,GCA_024718945.1,PDT001395368.2,2678,2872,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441921,GCA_024716645.1,PDT001395256.2,3618,3812,+,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441872,GCA_024718815.1,PDT001395361.2,58827,59021,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441804,GCA_024720195.1,PDT001395429.2,2687,2881,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441913,GCA_024716825.1,PDT001395265.2,2242,2436,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442016,GCA_024714765.1,PDT001395162.2,129593,129787,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441960,GCA_024715875.1,PDT001395217.2,3592,3786,+,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442001,GCA_024715075.1,PDT001395177.2,139799,139993,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN09788381,GCA_003969735.1,PDT000425015.1,44999,45196,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442018,GCA_024714735.1,PDT001395160.2,98112,98306,-,100.0,98.46
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441929,GCA_024716475.1,PDT001395247.2,2685,2879,+,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442023,GCA_024714635.1,PDT001395155.2,144186,144380,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN36409446,GCA_030504695.1,PDT001823069.1,235155,235352,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441805,GCA_024720155.1,PDT001395427.2,144167,144361,-,100.0,96.92
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29441942,GCA_024716225.1,PDT001395235.2,52665,52859,-,100.0,95.38
crpP,ICE-associated protein CrpP,AMR,AMR,FLUOROQUINOLONE,FLUOROQUINOLONE,SAMN29442014,GCA_024714815.1,PDT001395164.2,52698,52892,-,100.0,95.38
